source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Rare Use of Epicardial Pacing Wire in Severe Aortic Stenosis with Wolf-Parkinson-White Syndrome: Who Goes First?,Sudipta Mondal; Nadeem Afroz Muslim,10.1016/j.ipej.2026.04.001,2026-04-06,Indian pacing and electrophysiology journal,
PubMed,aortic stenosis,Early safety and efficacy of intra-annular versus supra-annular self-expanding transcatheter heart valves.,Isabel Mattig; Elena Romero Dorta; Lorenz Kösters; Anne-Katrin Fietz; Daniel Schulze; Simon H Sündermann; Anna Brand; Axel Unbehaun; Sebastian Spethmann; Karl Stangl; Gerhard Hindricks; Lenard Conradi; Andreas Schäfer; Henryk Dreger,10.1007/s00392-026-02910-w,2026-04-08,Clinical research in cardiology : official journal of the German Cardiac Society,"Comparative data on safety and efficacy of intra- and supra-annular self-expanding heart valves (THV) for transcatheter aortic valve implantation (TAVI) in patients with severe aortic stenosis (AS) is scarce. The FIRE TAVI study compared procedural in-hospital and mid-term outcomes of the intra-annular Navitor THV and the supra-annular Evolut PRO THV.
The retrospective, multicenter study enrolled patients with severe AS who underwent TAVI using Navitor or Evolut PRO. The primary composite safety endpoint included all-cause mortality, myocardial infarction, disabling stroke, life-threatening bleeding, major vascular complication, or acute kidney injury requiring dialysis until discharge. Secondary endpoints comprised pacemaker implantation, paravalvular leakage (PVL), and mean transvalvular gradient. Mortality was assessed 381 ± 308 days after TAVI. Multivariable regression analysis was used for endpoint comparison of both THVs.
Then, 269 patients after Navitor and 272 patients after Evolut PRO implantation were enrolled. There was no significant risk difference regarding the adjusted primary safety endpoint (OR 0.97 [95% CI 0.50-1.89]) and rate of pacemaker implantation (OR 1.13 [95% CI 0.67-1.90]). The pressure gradient was comparable between both groups (Navitor 7.0 [4.0-10.0] mmHg vs. Evolut PRO 6.0 [2.0-10.0] mmHg, mean difference - 0.32 [95% CI -0.97-0.32]). Navitor showed a lower frequency of more than mild PVL (0.8% vs. 3.5%, p = 0.032). Mortality was similar (HR 1.04 [95% CI 0.66-1.63]).
The implantation of the intra-annular Navitor and the supra-annular Evolut PRO was safe, with severe adverse events occurring at similar rates until discharge. The risk of moderate or severe PVL was lower with Navitor; mid-term mortality was comparable in both groups."
PubMed,aortic stenosis,Acquired von Willebrand Syndrome and Hemolysis in High-Shear States: Time for Cardio-Hematology Collaboration.,Giulia Passaniti; Huichun Zhan; Haoyi Zheng,10.1016/j.jacasi.2026.01.020,2026-04,JACC. Asia,
PubMed,aortic stenosis,Polymeric Transcatheter Heart Valves: Are We Entering the Next Era of TAVR Durability?,Shinichi Shirai; Masaomi Hayashi; Kenichi Ishizu,10.1016/j.jacasi.2025.12.021,2026-04,JACC. Asia,
PubMed,aortic stenosis,Biological Age Acceleration as a New Lens for Aortic Stenosis Risk Stratification: Beyond the Calendar.,Dae-Hee Kim,10.1016/j.jacasi.2026.01.022,2026-04,JACC. Asia,
PubMed,aortic stenosis,Annular rupture in TAVI: considerations on the importance of on-site cardiothoracic surgery.,Caelan Bains; Vipin Zamvar; Rong Bing,10.1186/s13019-026-03954-9,2026-04-07,Journal of cardiothoracic surgery,
PubMed,aortic stenosis,Left atrial functional recovery precedes volumetric reverse remodeling after TAVI by speckle tracking echocardiography.,Guishen Li; Nannan Liu; Wei Sun; Kai Xu; Bin Wang; Weiwei Zhou; Yujia Han,10.1038/s41598-026-42221-8,2026-04-07,Scientific reports,"The temporal sequence of left atrial (LA) functional and structural remodeling after transcatheter aortic valve implantation (TAVI) for severe aortic stenosis (AS) remains inadequately characterized. We aimed to evaluate the mid-term changes in LA mechanics and volume using speckle-tracking echocardiography (STE). In this prospective observational study, 162 patients with severe AS undergoing TAVI were enrolled. Echocardiography was performed at baseline, 1, 6, and 12 months post-procedure. LA reservoir strain (LASr), conduit strain (LAScd), and pump strain (LASct) were measured by STE. LA volumes and the LA volume index (LAVI) were also assessed. LA strain parameters (LASr, LAScd, LASct) improved significantly at 1 month post-TAVI (all P < 0.05) and continued to improve through 12 months. LAVI also decreased significantly at 1 month (34.3 ± 6.6 ml/m² to 28.5 ± 5.9 ml/m², P < 0.05). However, the absolute LA volumes (LAVmax and LAVmin) showed significant reduction only at 6 months post-TAVI (P < 0.05). After TAVI, LA functional improvement, assessed by STE, occurs early and with greater magnitude than volumetric changes. While LAVI decreases promptly-likely reflecting early hemodynamic unloading-reductions in absolute LA volumes are delayed. STE-derived LA strain serves as a sensitive early marker of LA adaptation following relief of outflow obstruction."
PubMed,aortic stenosis,Left Main Angioplasty for Acute Coronary Syndrome in 7-Year-Old Girl With Familial Hypercholesterolemia.,Nikesh Jain; Ashwin Mehta; Shreepal Jain; Sham Handa,10.1016/j.jaccas.2025.106112,2025-12-17,JACC. Case reports,"Familial hypercholesterolemia is a genetic disorder caused by mutations in low-density lipoprotein receptor, resulting in markedly elevated low-density lipoprotein cholesterol, premature atherosclerosis, and xanthomas.
We present a case of a 7-year-old girl with homozygous familial hypercholesterolemia, who developed acute coronary syndrome. Coronary angiography revealed critical ostial and mid-shaft left main (LM) stenosis. She underwent LM intravascular ultrasound-guided percutaneous coronary angioplasty (PTCA) with a drug-eluting stent. She also had mild supravalvular aortic stenosis, which warrants ongoing follow-up.
PTCA in pediatric patients is technically challenging. Revascularization strategy can best be determined on a case-to-case basis. This case highlights that with careful planning, LM PTCA can be feasible and life-saving in select pediatric patients.
Pediatric patients with familial hypercholesterolemia require a high index of suspicion for coronary artery disease. Revascularization decision is challenging in pediatric patients due to lack of data, and long-term outcomes remain uncertain."
PubMed,aortic stenosis,"Comments on ""Hospital procedural costs of surgical aortic valve replacement versus transcatheter aortic valve replacement in low-risk isolated aortic stenosis: a single-center analysis in Japan"".",Istiak Mahamud Siam; Probal Ahmed Drubo; Md Mahdiul Islam; Memuna Jehan Zeb,10.1007/s11748-026-02297-5,2026-04-07,General thoracic and cardiovascular surgery,
PubMed,aortic stenosis,Characteristics of Protein Profiling and Biomarkers in Aortic Regurgitation With Heart Failure.,Cheng-Yao Ni; Hai-Tao Hou; Hai-Ge Zhao; Yi-Ming Ni; Liang Ma; Guo-Wei He,10.1161/JAHA.125.047122,2026-04-07,Journal of the American Heart Association,"Valvular heart disease, particularly aortic valve disease including stenosis and regurgitation, is a common heart disease. This study aimed to explore the protein profiling and the biomarkers in severe aortic valve disease and to provide new insights into the therapeutic strategy.
Blood samples from 80 subjects were collected and analyzed by data independent acquisition technique in 3 comparisons (mild/moderate-control, severe-control, and severe-mild/moderate) and validated by ELISA. The diagnostic value of differentially expressed proteins associated with severe valvular heart disease was also evaluated by the receiver operating characteristic curve.
A total of 9976 peptides and 451 proteins were identified through liquid chromatography-tandem mass spectrometry analysis. From these, 64 in mild/moderate-control, 50 in severe-control, and 50 in severe-mild/moderate comparisons were identified as differentially expressed proteins. IGFBP7 (insulin-like growth factor-binding protein 7; 5581.0±697.0 ng/mL), DSG1 (desmoglein-1; 21.0±2.0 pg/mL), ADIPOQ (adiponectin; 26 686.0±3730 ng/mL), and JUP (junction plakoglobin; 10.2±0.6 ng/mL) levels in the severe group were significantly higher than that in the mild/moderate (P<0.05) group. Additionally, ADIPOQ and JUP levels in the severe group were also higher than that in control (P<0.001). Receiver operating characteristic curve analysis showed that IGFBP7, DSG1, JUP, and ADIPOQ had strong potential value to be associated with severe aortic valve disease.
By constructing proteomics profile to identify the protein characteristics this study found that increased IGFBP7, DSG1, JUP, and ADIPOQ are the characteristics of proteins in patients with severe valvular heart disease. These findings provide new insight into the diagnosis and pathogenesis of valvular heart disease, particularly aortic valve disease."
