source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Sex-Related Differences in the Management and Outcomes of Patients Across the Spectrum of Aortic Stenosis.,Augustin Coisne; David Montaigne; Andrea Scotti; Samy Aghezzaf; Marjorie Richardson; Sandro Ninni; Gilles Lemesle; Arnaud Sudre; Laura Butruille; Thomas Modine; André Vincentelli; Marie Jungling; Marie-Annick Clavel; Julia Grapsa; Rebecca T Hahn; Martin B Leon; Azeem Latib; Juan F Granada; Christophe Bauters,10.1161/JAHA.125.045293,2026-04-07,Journal of the American Heart Association,"There are conflicting data on sex differences in patients with aortic stenosis (AS). We aimed to investigate sex differences in management and outcomes across the spectrum of outpatients with AS.
Between 2016 and 2017, consecutive all-comer outpatients with mild (peak aortic velocity=2.5-2.9 m/s), moderate (3-3.9 m/s), or severe (≥4 m/s) native AS were included by 117 cardiologists and followed up for 5 years for aortic valve replacement (AVR) and cause of death. Outcomes were compared by sex using inverse probability of treatment weighting adjustment.
Among the 2704 patients, 1257 (46.5%) were women. Women were more symptomatic (New York Heart Association class ≥2, 67.7% versus 54.6%; P<0.001) and had a higher proportion of severe AS (17.5% versus 14.3%, P=0.02) at inclusion. During follow-up (median, 5.0 [interquartile range, 3.4-5.5]) years, 993 AVRs (488 surgical and 505 transcatheter) and 1098 deaths occurred. After inverse probability of treatment weight adjustment, women had better survival (adjusted hazard ratio [HR], 0.81 [95% CI, 0.71-0.93]; P=0.003) but similar cardiovascular death (P=0.99) compared with men. Interestingly, the higher survival in women was observed only in mild AS (adjusted HR, 0.71 [95% CI, 0.56-0.90]; P=0.005). The inverse probability of treatment weight-adjusted cumulative incidence of AVR by AS severity revealed no significant differences between women and men among patients across the AS spectrum. Cumulative incidence of surgical AVR was lower in women than in men (P=0.02).
Women had a similar referral rate for AVR (versus men), with a lower proportion undergoing SAVR, allowing similar outcomes between women and men with moderate and severe AS. The lower mortality rate in women was restricted to mild AS presentation."
PubMed,aortic stenosis,Impact of Extravalvular Remodeling on Wearable Smartwatch-Recorded Physical Activity in Patients Undergoing Transcatheter Aortic Valve Implantation for Severe Symptomatic Aortic Stenosis.,Vitaliy Androshchuk; Edouard Long; Omar Chehab; Joshua Wilcox; Benedict McDonaugh; Ronak Rajani; Bernard Prendergast; Tiffany Patterson; Simon Redwood,10.1161/JAHA.125.047277,2026-04-07,Journal of the American Heart Association,"Wearable smartwatches enable objective quantification of physical activity. This study evaluated the association of extravalvular cardiac damage in aortic stenosis with smartwatch-recorded physical activity before and after transcatheter aortic valve implantation (TAVI).
Patients with severe symptomatic aortic stenosis were dichotomized into cardiac damage stages 0 to 2 (left-heart dysfunction) and stages 3 to 4 (pulmonary/right-heart dysfunction) by echocardiography. All patients received a Fitbit smartwatch for 7 days of continuous monitoring before transcatheter aortic valve implantation and at 6-month follow-up. Regression models determined significant predictors of total daily step count and moderate to vigorous physical activity (MVPA).
Within the study cohort (stages 0-2: 43 [50.6%]; stages 3-4: 42 [49.4%]), all patients showed significant improvement in physical activity from baseline to follow-up (all P<0.001). Patients in stages 3 to 4 had significantly lower total daily step count and MVPA at baseline and follow-up, as well as a smaller improvement in MVPA (all P<0.05). Relative to stages 0 to 2, stages 3 to 4 were significantly associated with lower step count and MVPA at baseline (step count: β=-1453.8 [95% CI, -2351.3 to -554.2], P=0.002; MVPA: β=-12.9 [95% CI, -24.3 to -1.5], P=0.027) and follow-up (step count: β=-1438.1 [95% CI, -2453.9 to -422.3], P=0.006; MVPA: β=-27.4 [95% CI, -47.7 to -7.1], P=0.009), as well as less improvement in MVPA (β=-14.5 [95% CI, -28.4 to -0.48], P=0.043) after transcatheter aortic valve implantation.
The extent of cardiac damage before transcatheter aortic valve implantation has an important impact on physical activity, both at baseline and following intervention. Future studies should examine whether smartwatch-measured activity predicts death across cardiac damage stages and whether cardiac rehabilitation improves outcomes in aortic stenosis with advanced remodeling."
PubMed,aortic stenosis,Cardiac Imaging in Clinical Trials of Intervention in Aortic Valve Stenosis.,Bethlehem Mengesha; Carlos Giuliani; Georgios Tzimas; Antonela Zanuttini; Jonathon Leipsic; Philippe Pibarot,10.1161/CIRCIMAGING.125.018670,2026-04-07,Circulation. Cardiovascular imaging,"Cardiac imaging and in particular transthoracic echocardiography and computed tomography play a major role in the selection of the patients for surgical or transcatheter aortic valve replacement, for the assessment or procedural success and early prosthetic valve hemodynamics following aortic valve replacement, and for the evaluation and follow-up of the prosthetic valve structure and function in the longer-term, which is key to demonstrate the valve durability. The purpose of this review article is thus to present the role of cardiac imaging, and particularly transthoracic echocardiography and computed tomography, in: (1) patient selection for intervention; (2) assessment of procedural and device success, and of intended performance of the valve; and (3) assessment of the long-term success, valve durability, and prognosis, for clinical trials of intervention in patients with aortic stenosis. Transthoracic echocardiography is the primary imaging modality to detect and stage bioprosthetic valve dysfunction. However, multimodality imaging, including transesophageal echocardiography and computed tomography, is often necessary to determine the cause of bioprosthetic valve dysfunction and make the differential diagnosis between prosthesis-patient mismatch, structural valve deterioration, thrombosis, pannus, or endocarditis. The clinical trials in the field of structural heart disease, and particularly in the field of aortic valve intervention, include imaging end points as part of the primary or key secondary end points. Standardized methods and definitions should be applied to adjudicate these imaging end points, and ideally, these trial end points should be analyzed by independent imaging core labs."
PubMed,aortic stenosis,Orphan Nuclear Receptor NR4A1 Promotes Proliferation and Osteogenic Differentiation of Valvular Interstitial Cells through Activation of CCND2.,Qiang Shen; Chao Zhang; Chen Jiang; Zongtao Liu; Lin Fan; Hanshen Luo; Xingyu Qian; Zhengfeng Fan; Dingyi Yao; Nianguo Dong; Jiawei Shi,10.7150/ijbs.122863,2026,International journal of biological sciences,"Calcific aortic valve disease (CAVD), the most common human valve disease on a global scale, ranks and persists as an unaddressed clinical challenge. This is primarily attributed to the absence of efficacious pharmacological approaches. The Nuclear Receptor Subfamily 4 Group A Member 1 (NR4A1), intricately associated with the pathogenesis of multiple cardiovascular diseases, has emerged as a pivotal target for the diagnosis and treatment of numerous ailments. However, the specific molecular mechanisms and the functional significance of NR4A1 in the pathogenesis of CAVD are yet to be comprehensively elucidated. By performing in-depth analyses on human aortic valve tissues and carrying out functional investigations using primary valvular interstitial cells (VICs), we were able to demonstrate that NR4A1 significantly facilitated cellular proliferation and intensifies the osteogenic differentiation process of VICs. Evidently, this is reflected in the elevated expression of key osteogenic markers, namely runt-related transcription factor 2 (RUNX2) and alkaline phosphatase (ALP). Mechanistically, the pro-calcific effects were achieved via NR4A1-dependent modulation of the cell cycle regulatory protein Cyclin D2 (CCND2). Significantly, in vivo investigations employing ApoE-/- mice maintained on a high-fat Western diet demonstrated that pharmacological suppression of NR4A1 efficiently mitigated the advancement of aortic valve calcification. These discoveries not merely determine NR4A1 to be a crucial modulator in cellular proliferation, thereby accelerating valvular calcification, but also present compelling evidence advocating for targeting NR4A1 may represent a potential therapeutic strategy for CAVD."
PubMed,aortic stenosis,"Triglyceride-glucose index, plasma metabolome and aortic stenosis: a Mendelian randomization analysis.",Zhisheng Yan; Yikang Wang; Xiaomei Dai; Qing Chang,10.1186/s13019-026-03976-3,2026-04-06,Journal of cardiothoracic surgery,
PubMed,aortic stenosis,Hybrid surgical-endovascular revascularization for long‑segment common carotid artery occlusion close to the aortic arch: a case report.,Takeshi Uno; Masaaki Shojima; Yuki Nakamura; Yuta Oyama; Ai Kawaguchi; Hirotomo Ten; Masahiro Shin,10.1007/s00701-026-06832-4,2026-04-06,Acta neurochirurgica,"Common carotid artery occlusion (CCAO) is a rare condition without standardized treatment, particularly in cases with long, calcified occlusions. We present a 56-year-old man with symptomatic left CCAO (Riles type 1A) treated with a hybrid surgical-endovascular approach due to limited bypass options. Although a guidewire crossed the lesion, device advancement was prevented by dense plaque. Through cervical exposure, the distal wire was grasped and traction applied, allowing balloon angioplasty and stent placement. Complete revascularization was achieved without complications. This case highlights the effectiveness of hybrid strategies for managing complex CCAO with challenging anatomical features."
PubMed,aortic stenosis,Prognostic value of cardiac fibroblast activation heterogeneity assessed by FAPI PET radiomics in hypertrophic cardiomyopathy: a proof-of-concept study.,Haoyu Song; Jie Ding; Jun Zhao; Yilu Wang; Qingxia Wu; Minfu Yang; Li Wang,10.1136/openhrt-2025-003537,2026-04-06,Open heart,"Hypertrophic cardiomyopathy (HCM) is associated with an increased risk of sudden cardiac death (SCD), and myocardial fibrosis plays a central role in the pathophysiology process. Radiolabelled fibroblast activation protein inhibitor (FAPI) positron emission tomography computed tomography (PET) imaging enables visualisation of activated fibroblasts and may detect earlier stages of myocardial fibrosis than conventional structural imaging. However, most previous studies have relied on simple uptake-based metrics, potentially underusing the quantitative information contained in PET images.
To develop and internally validate a radiomics model based on FAPI PET imaging for stratifying predicted 5-year SCD risk in patients with HCM.
A total of 92 patients with HCM from two centres who underwent FAPI PET/CT or PET/cardiac magnetic resonance (CMR) were retrospectively included. Radiomics features were extracted from myocardial regions of interest and selected using elastic net regression. A radiomics model was constructed and evaluated using bootstrap internal validation. Model performance was compared with a conventional imaging metric (FAPI amount). Sensitivity analysis was performed to assess robustness across imaging modalities.
Two radiomics features were selected to construct the model. The apparent area under the receiver operating curve of the radiomics model was 0.839, which decreased to 0.772 after bootstrap correction and became comparable to the conventional metric. Sensitivity analysis demonstrated stable model performance after excluding PET/CMR data.
FAPI PET-based radiomics is feasible for quantifying myocardial fibroblast activation heterogeneity and shows potential for predicted SCD risk stratification in HCM. These findings should be interpreted as proof-of-concept and require validation in larger prospective cohorts with clinical endpoints."
PubMed,aortic stenosis,The association between geriatric nutritional risk index and mortality risk of patients after transcatheter aortic valve replacement: a meta-analysis.,Xueqian Liu; Yiting Cai; Jiayu Zhang; Shiyu Chen; Shoupei Cao,10.3389/fnut.2026.1733903,2026,Frontiers in nutrition,"Malnutrition is common among older adults undergoing transcatheter aortic valve replacement (TAVR) and may adversely affect postoperative survival. The Geriatric Nutritional Risk Index (GNRI), an objective marker of nutritional status, has been proposed as a prognostic tool. However, results from individual studies remain inconsistent. This meta-analysis aimed to clarify the association between pre-procedural GNRI and mortality after TAVR. A systematic search of PubMed, Embase, and Web of Science was conducted to identify observational studies reporting categorical comparisons of GNRI (low vs. high) and all-cause mortality after TAVR. Pooled hazard ratios (HRs) with 95% confidence intervals (CIs) were calculated using random-effects models accounting for the influence of heterogeneity. Thirteen cohort studies involving 9,647 patients were included. The pooled analysis demonstrated that low pre-procedural GNRI was significantly associated with increased all-cause mortality after TAVR (HR = 1.90, 95% CI: 1.60-2.26; I 2 = 43%, p < 0.001). A stronger association was observed in prospective studies as compared to retrospective studies (p for subgroup difference = 0.04). The association remained robust across subgroups stratified by study country, sample size, GNRI cutoffs, analytical models, and follow-up duration. Meta-regression showed no significant influence of age, sex, body mass index, diabetes prevalence, Society of Thoracic Surgeons (STS) score, or follow-up durations on the effect size. In conclusion, lower GNRI prior to TAVR is associated with a higher risk of all-cause mortality, underscoring the prognostic importance of pre-procedural nutritional assessment. GNRI could be considered as a complementary tool for risk stratification in TAVR candidates, while further prospective studies are needed to determine its optimal clinical integration.
The review protocol was prospectively registered in PROSPERO (registration number: CRD420251178097)."
PubMed,aortic stenosis,Successful Valve-in-Valve-in-Valve Procedure in a Patient With Severe Aortic Prosthesis Dysfunction: A Case Report.,Ramiz Emini; Dalal S Alshammari; Fayez A Alshammari,10.7759/cureus.106304,2026-04,Cureus,"Transcatheter aortic valve implantation (TAVI) has become an established treatment for patients with severe aortic stenosis, particularly those with elevated surgical risk. As indications for TAVI expand and patient survival improves, an increasing number of individuals may outlive their initial transcatheter heart valve (THV), creating new challenges in long-term valve management. Repeat procedures such as valve-in-valve implantation are therefore becoming more common. However, repeated transcatheter valve implantation increases the risk of complications, including patient-prosthesis mismatch (PPM), impaired coronary access, and residual or recurrent aortic regurgitation (AR). We report a rare case of early failure of two balloon-expandable transcatheter valves resulting in severe transvalvular regurgitation and recurrent heart failure. The patient was successfully treated with implantation of a third prosthesis using a self-expanding supra-annular valve in a valve-in-valve-in-valve (ViViV) configuration. This strategy corrected the regurgitation while preserving an adequate effective orifice area. This case highlights the importance of individualized valve selection and demonstrates that switching valve platforms from balloon-expandable to self-expanding devices may provide an effective solution in complex redo TAVI procedures."
PubMed,aortic stenosis,"Characteristics, clinical outcomes and molecular mechanisms associated with severe diastolic dysfunction in aortic stenosis.",Kyriakos Panaou; Constantijn S Venema; Kees H van Bergeijk; Demetra Hadjicharalambous; Nicolas Girerd; Teresa Trenkwalder; Michael Joner; Pim van der Harst; Jasper Tromp; Adriaan A Voors; Joanna J Wykrzykowska,10.1016/j.jmccpl.2026.100845,2026-06,Journal of molecular and cellular cardiology plus,"We aimed to better understand patient characteristics and pathophysiological mechanisms associated with severe diastolic dysfunction in aortic stenosis patients undergoing transcatheter aortic valve implantation (TAVI).
Patients with severe aortic stenosis often have echocardiographic signs of diastolic dysfunction. However, their characteristics and underlying disease mechanisms remain unclear.
Untargeted LC-MS lipidomics (1110 lipids) and proteomics (834 proteins) were performed on peri-procedural plasma from 231 TAVI patients. Pre-procedural echocardiography was available in 191 patients. DIABLO (mixOmics, version 6.3.0, R version 4.4.1) was used to integrate lipidomic and proteomic profiles.
Median age was 80 years, and 61% were female. In total, 75 (39%) patients had severe diastolic dysfunction. Patients with severe diastolic dysfunction more often had atrial fibrillation, higher plasma NT-proBNP concentrations, and more heart failure hospitalizations and mortality.Multi-omic network analysis identified two major lipid-protein clusters associated with severe diastolic dysfunction. The first showed dysregulation of membrane phospholipids such as cardiolipins (essential for mitochondrial integrity and energy metabolism), and phosphatidylserines (cytoprotective and anti-inflammatory properties). This cluster was associated with cytoskeletal and extracellular matrix remodeling. The second cluster showed high concentrations of acylcarnitines (indicative of metabolic dysfunction), which were associated with extracellular matrix remodeling and inflammatory responses.
In patients with aortic stenosis undergoing TAVI, those with severe diastolic dysfunction showed a disrupted balance of membrane phospholipids and acylcarnitines, suggesting that impaired energy metabolism, cellular and extracellular structural remodeling, and inflammatory responses may underlie the development and progression of diastolic dysfunction and heart failure.
We investigated clinical features and molecular profiles linked to severe diastolic dysfunction in aortic stenosis patients undergoing TAVI. Untargeted lipidomics (1110 lipids) and proteomics (834 proteins) were performed on peri-procedural plasma from 231 patients. Pre-procedural echocardiography was available in 191 patients. Severe diastolic dysfunction was present in 39% and was associated with atrial fibrillation, higher NT-proBNP, and more heart failure hospitalizations and mortality. Multi-omic integration identified two major lipid-protein clusters. The first was characterized by dysregulated membrane phospholipids, including cardiolipins and phosphatidylserines, linked to cytoskeletal and extracellular matrix remodeling. The other showed elevated acylcarnitines, indicating metabolic dysfunction, and inflammatory activation. These findings suggest that altered energy metabolism, structural remodeling, and inflammation are associated with severe diastolic dysfunction in aortic stenosis."
PubMed,mitral regurgitation,Decoding Mitral Valve Risk in Marfan Syndrome: How Far Does Genotype Take Us?,Julie de Backer; Laura Muiño Mosquera,10.1016/j.jacc.2026.02.5120,2026-03-31,Journal of the American College of Cardiology,
PubMed,mitral regurgitation,Atrial Functional Mitral Regurgitation: Toward a Unified Definition.,William A Zoghbi,10.1016/j.jacc.2026.02.5119,2026-03-31,Journal of the American College of Cardiology,
PubMed,mitral regurgitation,"Is It Time to Redefine the FMR Phenotype?: The Essential Integration of Morphology, Strain, and Hemodynamics.",Alex Pui-Wai Lee,10.1016/j.jacasi.2026.01.024,2026-04,JACC. Asia,
PubMed,mitral regurgitation,Hybrid mitral repair and coronary artery bypass with Penditure left atrial appendage closure.,Tomoya Uchimuro; Junpei Yamauchi; Takayuki Kawamura; Kenji Wada; Motoki Fukutomi; Shunsuke Sasaki; Shuichiro Takanashi,10.1510/mmcts.2026.007,2026-04-07,Multimedia manual of cardiothoracic surgery : MMCTS,"We present the case of an 84-year-old man with acute coronary syndrome, ischaemic mitral regurgitation, and chronic atrial fibrillation. The patient was successfully treated using a two-stage hybrid strategy consisting of initial transcatheter mitral valve edge-to-edge repair followed by coronary artery bypass grafting with Penditure-based left atrial appendage closure."
PubMed,mitral regurgitation,Longitudinal trajectories of secondary mitral regurgitation in non-ischemic dilated cardiomyopathy.,Paolo Manca; Caterina Gregorio; Antonio De Luca; Carola Pio Loco; Massimiliano Mulè; Manlio Cipriani; Marco Merlo; Gianfranco Sinagra; Davide Stolfo,10.1016/j.echo.2026.03.014,2026-04-04,Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography,"In non-ischemic dilated cardiomyopathy (NICM), the severity of secondary mitral regurgitation (SMR) is dynamic, depending on loading conditions and the effect of guideline-directed medical therapy (GDMT). However, the longitudinal trajectories of SMR and their prognostic implications remain insufficiently explored. We aimed to define the long-term trajectories of SMR and their prognostic impact in NICM.
We retrospectively analyzed 764 NICM patients who underwent serial echocardiographic evaluations over a median follow-up of 9 (4-15) years. The longitudinal trajectories of SMR were identified using a latent class mixed model. Phenotypic characteristics and cardiovascular outcomes (all-cause death, heart transplant, left ventricular assist device implantation - D/HT/LVAD) associated with SMR trajectories were investigated.
SMR trajectories identified for patients with baseline no-mild SMR (n=440) were: no progression (76.2%), mild worsening (10.2%), and severe worsening (13.6%). In patients with baseline moderate-severe SMR (n=324), trajectories included persistent moderate-severe SMR (24%), mild improvement (8%), and strong improvement (68%). Smaller left atrium was associated with both mild and strong SMR improvement, while absence of left bundle branch block and New York Heart Association functional class <III were respectively associated with strong and mild SMR improvement. No independent factors related to SMR worsening were identified. In patients with baseline moderate-severe SMR, any improvement of SMR was linked with a lower risk of D/HT/LVAD, whereas in patients with none-mild baseline SMR only severe worsening was associated with higher risk of D/HT/LVAD.
Identification and characterization of longitudinal SMR trajectories may predict the outcome of individual patients with NICM and guide early therapeutic or interventional strategies to improve prognosis."
PubMed,mitral regurgitation,Early reversal of cardiac remodeling in patients with new-onset persistent left bundle branch block after transcatheter aortic valve replacement.,Shuzhen Wang; Kunyue Tan; Xiaoqiang Gao; Lijuan Zhang; Chunxia Liu; Xiaofeng Huang; Shuangshuang Yan; Jing Guo; Feng Xiong,10.1186/s13019-026-03961-w,2026-04-05,Journal of cardiothoracic surgery,"New-onset persistent left bundle branch block (LBBB) following transcatheter aortic valve replacement (TAVR) is an independent predictor of long-term cardiovascular mortality in patients. The aim of this study is to evaluate the impact of new-onset LBBB on early cardiac reverse remodeling and clinical outcomes after TAVR.
A retrospective analysis was performed on 101 patients who underwent successful TAVR for severe aortic stenosis between March 2021 and October 2024 at our institution. Echocardiographic variables indicative of cardiac remodeling were analysed preoperatively and at one and six months after TAVR. Furthermore, the clinical outcomes of the patients were monitored during the follow-up period.
Of the 101 patients who underwent TAVR, 28 (27.7%) had new-onset LBBB. Transcatheter heart valve(THV) implantation depth was an influential factor for new LBBB, which was more prevalent in patients with thinner interventricular septal thickness preoperatively. At the six-month follow-up, the new-LBBB group showed an increase in left ventricular diameter and left ventricular mass index and a reduction in left ventricular ejection fraction compared with the preoperative period. Mitral regurgitation in the no-LBBB group was significantly reduced at 1 month postoperatively. In contrast, mitral regurgitation in new-LBBB group was reduced at one month postoperatively, but worsened at six months.There was no significant difference in rehospitalization rates within 6 months postoperatively between patients with or without LBBB.
New-onset persistent LBBB after TAVR did not affect short-term rehospitalization, but may adversely affect early postoperative reversal of cardiac remodeling."
