source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,A Hidden Preload Contributor: Silent Renal Arteriovenous Fistula in Severe Aortic Stenosis.,Kazunori Omote; Rikumu Terada; Tamaki Kudo; Naohiro Funayama,10.1016/j.hlc.2025.10.017,2026-03-11,"Heart, lung & circulation",
PubMed,aortic stenosis,Pseudoaneurysm of the Mitral-Aortic Intervalvular Fibrosa: A Complication Following Aortic Valvuloplasty.,Ryoko Arakaki; Nobuhisa Ohno; Akira Marui,10.1093/icvts/ivag065,2026-03-12,Interdisciplinary cardiovascular and thoracic surgery,"Pseudoaneurysms of the mitral-aortic intervalvular fibrosa are relatively rare but are reported as a complication after aortic or mitral valve surgery.
We present a case of pseudoaneurysm of the Mitral-aortic intervalvular fibrosa (P-MAIF) 8 months after aortic valvuloplasty with external suture annuloplasty. Intraoperative findings revealed a knot of the expanded polytetrafluoroethylene (ePTFE) suture used during annuloplasty in the left ventricular outflow tract. ePTFE suture penetrated the MAIF, wherein the needle hole formed the orifice of the P-MAIF. Patch closure using bovine pericardium and aortic valve replacement were performed. Three years after the operation, no recurrence was observed.
Prevention requires a thorough understanding of the anatomy, precise suturing techniques, and gentle tissue handling."
PubMed,aortic stenosis,Safety and performance of the Hydra self-expanding THV: 6 months outcomes from the GENESIS-II study.,Anmol Sonawane; Praveen Chandra; John Jose; Sandeep Bansal; Rahul Gupta; Krishnankutty Sudhir; Nagendra Boopathy Senguttuvan,10.1016/j.ihj.2026.03.004,2026-03-10,Indian heart journal,"The Hydra THV incorporates an active release mechanism designed to facilitate the deployment of the supra-annular valve. The aim of the GENESIS-II study was to assess the safety and performance of Hydra THV at 6 months follow-up after treating severe aortic stenosis in patients at high surgical risk.
This prospective, multicenter, non-randomized, investigational study was conducted between November 2021 and November 2023. The study enrolled 40 patients with high surgical risk and symptomatic severe aortic stenosis from 19 sites across India. The primary safety endpoint of the study was cardiovascular mortality at 30 days, while the primary performance endpoint was device success, as defined by VARC-2.
Among the 40 patients, the mean age was 74.4±6.7 years, 65% were male, and the mean Society of Thoracic Surgeons (STS) risk score was 3.5±1.6%. The device had a success rate of 95%. At 6 months, there was one cardiovascular death (2.5 %). All-cause death was observed in 5% patients. The incidence of new permanent pacemaker implantation was 7.9%. There was a progressive enhancement in effective orifice area, from 0.6±0.2 cm2 at baseline to 1.9±0.4 cm2 at 6 months (p<0.001). Similarly, the mean aortic valve gradient significantly improved from 53.1±12.5 mm Hg at baseline to 8.7±3.3 mmHg at 6 months (p<0.001) post-intervention.
The results of 6 months follow-up after implantation of the Hydra THV with an active release mechanism in the GENESIS-II study demonstrated a high device success rate with favorable safety and performance of the device."
PubMed,aortic stenosis,Transcervical Robotic Aortic Valve Replacement: A Possible New Frontier in Cardiac Surgery?,Marijan Koprivanac; Fraser Sutherland; Lars G Svensson; Marc Gillinov,10.1016/j.athoracsur.2026.02.032,2026-03-10,The Annals of thoracic surgery,"From the first aortic valve replacement (AVR) in 1960, surgical approaches evolved towards reduction of surgical invasiveness and enhanced recovery. Conventional minimally invasive approaches still require postoperative opioid use and chest restrictions. To further minimize aortic valve surgery a transcervical robotic AVR (TC-AVR) technique was developed to avoid major chest wall incisions and facilitate expedited recovery.
Following extensive cadaver simulations, the TC-AVR was performed in seven patients between March and July 2025. The procedure includes cervical incision, similar to a thyroidectomy approach, representing a working port for robotic AVR. Cardiopulmonary bypass is established with femoral cannulation. After native valve excision, a conventional prosthetic valve is implanted using a running suture technique.
Patients (mean age 66±8 years; 71% male) presented mostly with severe aortic stenosis, whereas a bicuspid aortic valve was present in 57%. Mean aortic cross-clamp and cardiopulmonary bypass times were 118 and 218 minutes, respectively, with reductions observed in later cases. There was no post-implantation aortic regurgitation, and intraoperative peak and mean gradients were 10±5 mmHg and 5±2 mmHg, respectively. There were no mortalities. Postoperatively, no opioids were required for patients not requiring reoperation (uncomplicated cases, n=5) with mean in-hospital stay of 3.2 days (2-4). Patients resumed daily activities soon after discharge, unrestricted by chest precautions.
Transcervical robotic AVR is feasible, with the potential to offer superior patient recovery compared to traditional approaches. Accordingly, continued development of this technique and specialized instrumentation, along with further safety evaluation, are warranted and should be actively pursued."
PubMed,aortic stenosis,"Computed tomography can assess aortic valve stenosis by planimetry, enhances the continuity equation, reveals an anatomical ratio that mimics the dimensionless velocity index and demonstrates limitations in the use of calcification in stenosis severity assessment.",M C K Hamilton; S Neumann; R W J Foley; G Biglino; I Abdelgawwad; M Nelson; S Dorman; N Joshi; N E Manghat; M S Turner,10.1016/j.crad.2026.107287,2026-02-13,Clinical radiology,"Transthoracic echocardiography (TTE) grades aortic valve stenosis (AS) severity. However, this is often discordant when velocity and aortic valve area (AVA) grade boundaries are considered. We evaluated computed tomography (CT) and TTE datasets to validate CT measures of AS.
A total of 168 sequential patients with symptomatic probable severe AS were included. CT and TTE measures of AS were made. The AVA was assessed by (1) the continuity equation, which measures the effective valve area (EOA) and (2) CT planimetry, which measures the anatomical valve area (CTP-AVA). The EOA as measured by TTE (TTE-EOA) or CT (CT-EOA) varied by whether the TTE or CT-derived left ventricular outlet area (LVOT) was used in the calculation with the TTE Doppler. Area relationships and CT aortic valve calcification (CT-AVC) data were also assessed.
After exclusions, 157 datasets were analysed. 119 (75.8%) had tricuspid (TAV) and 38 (24.2%) had bicuspid (BAV) aortic valve. Mean CT-EOA (1.13 ± 0.42 cm2) and CTP-AVA (1.13 ± 0.37 cm2) were near identical and correlated (R2 0.359, P<0.001). The TTE-EOA (0.82 ± 0.31 cm2) was smaller as the TTE-LVOT area (3.66 ± 0.87 cm2) was smaller than CT (5.04 ± 1.23 cm2), P<0.001. Dimensionless velocity index (0.22 ± 0.07) matched an anatomical valve index (AVI) (planimetered valve area/LVOT area) (0.23 ± 0.08), R2 = 0.378, P<0.001. CT-AVC was unhelpful in confirming severe AS with weak correlations.
We confirm the utility of CTP-AVA to assess aortic stenosis severity, quantify and highlight the variability of TTE-EOA, describe an AVI (explaining the DVI), and show that CT-AVC is inaccurate in assessing AS severity in individuals."
PubMed,aortic stenosis,Diagnosis and Treatment Guided by 3D Imaging and Modeling: A W-shaped Interventricular Septal Phenotype in Hypertrophic Obstructive Cardiomyopathy.,Uladzimir Andrushchuk; Artsem Niavyhlas; Miłosz Nesterowicz; Wiktoria Dzieżyk; Tomasz Chrostowski; Dorota Sulima; Dzmitry Tretsiakou; Annet Litvinenko; Mikalai Shchatsinka,10.1148/ryct.250471,2026-04,Radiology. Cardiothoracic imaging,"Surgical treatment of hypertrophic obstructive cardiomyopathy is challenging. It requires balancing adequate myocardial excision against the risk of excessive resection, which can result in an iatrogenic ventricular septal defect. To our knowledge, this is the first reported case of a high-risk septal myectomy in complex anatomy W-shaped hypertrophic obstructive cardiomyopathy with a deep interventricular septum crypt and apical aneurysm. CT angiography-based three-dimensional modeling of the interventricular septum and a virtual myectomy enabled detailed preoperative planning and successful surgery. This planning also informed the choice of a combined transaortic and transapical surgical approach tailored to the patient's anatomy. Keywords: CT Angiography, MR Imaging, Cardiac, Heart, Left Ventricle, Anatomy, Cardiomyopathies, Computer Applications-3D, Computer Applications-Virtual, Segmentation, Modeling, Myocardium, 3D Computer Model, 3D Printing, Cardiac CT Angiography, Cardiac CTA, Cardiac MRI, HOCM, Hypertrophic Obstructive Cardiomyopathy, Septal Myectomy © RSNA, 2026."
PubMed,aortic stenosis,Miniaturized dual-element transducer-based intravascular ultrasonic elastography: a preliminary in vivo study.,Jiehan Hong; Zhengjie Wu; Zeping Gao; Hairong Zheng; Benpeng Zhu; Teng Ma,10.21037/qims-2025-1766,2026-03-01,Quantitative imaging in medicine and surgery,"Acute coronary syndrome (ACS) is triggered by the rupture or erosion of unstable atherosclerotic plaques in coronary arteries, which induces thrombosis and ultimately results in myocardial hypoperfusion. In current clinical practice, treatment strategies for ACS are predominantly guided by the assessment of vascular stenosis severity, while the key indicator of plaque vulnerability (i.e., plaque nature) is largely overlooked. This oversight may lead to suboptimal therapeutic decisions and adversely affect patient outcomes. This study thus aimed to develop an ultrasound technology-based system capable of imaging intravascular structures and analyzing plaque characteristics.
In this study, two ultrasound transducers with different frequencies were integrated into a single microcatheter: a low-frequency-focused transducer for generating a sufficient acoustic radiation force to induce shear waves in tissue and a high-frequency imaging transducer for acquiring high-resolution structural images. Structural imaging data were analyzed to determine the shear wave propagation speed, enabling calculation of tissue stiffness and simultaneous imaging of both the morphological and mechanical properties for comprehensive tissue characterization. The safety of the dual-frequency system was confirmed through precise acoustic output measurements and calculations, and compliance with established safety standards was established. To evaluate the feasibility of simultaneously assessing coronary artery morphology and functional properties in the context of coronary artery disease, three sets of experiments were performed: elastomeric phantom tests with varying stiffness, ex vivo porcine coronary artery experiments, and in vivo rabbit abdominal aortic plaque studies.
The acoustic performance of the dual-frequency ultrasound transducers was characterized via echo measurements and spectral analysis, yielding center frequencies of 9.78 and 36.35 MHz and corresponding peak-to-peak echo amplitudes of 1,682 and 380.4 mV, respectively. Based on peak displacement and shear-wave velocity measurements in phantom imaging, the lateral and axial resolutions of the low-frequency driving transducer were determined to be 440.3 and 320.3 µm, respectively, whereas those of the high-frequency imaging transducer were 369.2 and 312.2 µm, respectively. Through the comparison of the mechanical properties of porcine coronary arteries before and 20 minutes after formalin fixation, the Young modulus of the vessels in the native state was determined to be 69.6±6.3 kPa, which increased to 140.3±16.3 kPa after fixation. These results further confirmed the system's ability to detect tissues of varying stiffness levels. In vivo measurements revealed a significant stiffness contrast between atherosclerotic plaques (4.9±0.3 kPa) and normal vessel walls (39.6±2.5 kPa). These results demonstrate that the dual-frequency system can quantitatively differentiate mechanical properties of vascular tissues with high sensitivity.
This study developed a focused dual-element intravascular ultrasound transducer with an outer diameter of 1.55 mm. Its performance was rigorously evaluated through phantom measurements, ex vivo porcine artery experiments, and in vivo rabbit studies, which collectively demonstrated the feasibility of this device for real-time intravascular elastography."
PubMed,aortic stenosis,Calcific aortic valve disease: can targeting endothelial-mesenchymal transition be a new alternative to surgery?-a narrative review.,Chao Song; Tumin Sha; Chaoliang Liu; Jianqiang Li,10.21037/cdt-2025-373,2026-02-28,Cardiovascular diagnosis and therapy,"Calcific aortic valve disease (CAVD) is a prevalent and progressive cardiovascular condition, particularly found in the elderly population, characterized by the thickening, calcification, and increased stiffness of the aortic valve leaflets. These structural changes lead to impaired valve function and ultimately contribute to heart failure and increased cardiovascular mortality. Surgical aortic valve replacement (SAVR) and transcatheter aortic valve replacement (TAVR) remain the only effective treatments but are associated with significant risks, high costs, and limited suitability for early-stage or asymptomatic patients. Therefore, the development of non-invasive, disease-modifying therapies is of critical importance. This review aims to summarize current evidence on the role of endothelial-mesenchymal transition (EndMT) in the pathogenesis of CAVD and to explore its potential as a therapeutic target for future non-surgical interventions.
A comprehensive literature search was performed in PubMed, Web of Science, and Embase. Studies related to aortic valve stenosis published between January 1, 2019 and December 20, 2024, as well as all available reports on EndMT published prior to the search date, were included. Only English-language publications were considered, and relevant findings were synthesized to support this review.
Recent studies have highlighted the pivotal role of EndMT in the pathogenesis of CAVD. EndMT contributes to valvular fibrosis, inflammation, and osteogenic differentiation, all of which drive disease progression. Targeting key EndMT-related pathways-such as transforming growth factor-β (TGF-β), Notch, and Wnt-offers promising therapeutic potential. Moreover, combining EndMT-targeted strategies with anti-inflammatory and anti-calcification interventions may enable early-stage intervention, thereby slowing disease progression and reducing reliance on surgical treatments. This review summarizes current understanding of EndMT mechanisms in CAVD and explores emerging therapeutic strategies beyond current surgical options.
CAVD progresses through complex mechanisms involving inflammation, lipid deposition, and osteoblastic differentiation. EndMT has emerged as a key driver of fibrosis and osteogenesis in valve mesenchymal cells, thereby accelerating calcification. However, its regulatory networks and pathway interactions remain incompletely understood. Further research is needed to clarify these mechanisms and develop EndMT-targeted interventions, which may offer new avenues for early diagnosis and treatment of CAVD."
PubMed,aortic stenosis,Three-year risk prediction of aortic stenosis using routine medical records: derivation and validation in 919 954 individuals from two cohorts.,Ben O Petrazzini; Waqas A Malick; Stamatios Lerakis; Lori B Croft; Ghislain Rocheleau; Robert S Rosenson; Ron Do,10.1093/ehjdh/ztag035,2026-04,European heart journal. Digital health,"All-cause mortality ranges between 33% and 42% for individuals with untreated moderate to severe aortic stenosis (AS). Transcatheter aortic valve replacement makes this a treatable condition, if identified early. Machine learning-based tools show great promise to predict cardiovascular outcomes.
We developed and validated a machine learning model for 3-year prediction of AS risk (ASrisk) using serum biomarkers and vital sign measurements. We then evaluated the tool's capacity to identify diagnoses of AS sequelae, echocardiographic outcomes in individuals not diagnosed with AS, as well as enrichment and 3-year aortic valve area reduction in individuals with high ASrisk. Among 919 954 participants, 429 996 were from the Mount Sinai Data Warehouse (MSDW) [2179 (0.5%) AS cases] and 489 958 were from the UK Biobank [5066 (1%) AS cases]. Odds ratio (OR) of AS sequelae increased quantitatively with ascending deciles of ASrisk [OR 1.63 (95% CI 1.60-1.67) in MSDW]. Increasing ASrisk by 1 SD resulted in higher odds of echocardiographic findings in undiagnosed individuals [OR 1.88 (95% CI 1.71-2.06) for Doppler velocity index, OR 2.50 (95% CI 2.36-2.64) for aortic valve area, and OR 2.61 (95% CI 1.89-2.71) for mean gradient]. Three years after risk assessment, individuals with ASrisk > 0.95 show an 11-fold enrichment for AS diagnosis in both cohorts and an average reduction in aortic valve area of 0.42 cm2.
ASrisk can predict risk of AS 3 years ahead of diagnosis in the general population."
PubMed,aortic stenosis,[Panax notoginseng saponins mediated inhibition of human aortic valve interstitial cell calcification via SYK/NF-κB pathway].,Hong-Zheng Li; Guo-Sheng Lin; Bin Zhang; Zhen Meng; Zi-Ang Li; Qiu-Yi Li; Xiao-Shan Cui; Zi-Kai Yu,10.19540/j.cnki.cjcmm.20250926.802,2026-01,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,"Using bioinformatics analysis, network pharmacology, and cellular experiments, this study investigated the effects and potential mechanisms of Panax notoginseng saponins(PNS) on osteogenic induction of immortalized human aortic valve interstitial cells(hVICs). A calcific aortic valve disease(CAVD) cell model was established by treating hVICs with osteogenic induction medium(OM). Experimental groups included a control group, a model group, and PNS treatment groups(0.075, 0.05, and 0.025 mg·mL~(-1)). Cell viability was assessed by the CCK-8 assay. Calcification was evaluated by alkaline phosphatase(ALP) and alizarin red S staining. Western blot was performed to measure the expression of calcification-related proteins runt-related transcription factor 2(RUNX2), bone morphogenetic protein 2(BMP2), and ALP. Transcriptomic datasets related to CAVD were obtained from the Gene Expression Omnibus(GEO) database, and CAVD disease targets were retrieved from GeneCards. Active components of PNS and their potential targets were collected from HERB, Batman-TCM 2.0, and ETCM databases. The intersecting genes were subjected to protein-protein interaction(PPI) network construction, Gene Ontology(GO) enrichment, and Kyoto Encyclopedia of Genes and Genomes(KEGG) pathway analyses, identifying the spleen tyrosine kinase(SYK)/nuclear factor kappa-B(NF-κB) signaling pathway as a core pathway. Western blot was then used to assess the effects of PNS at the optimal concentration on SYK/NF-κB pathway-related proteins. NF-κB p65 nuclear translocation was examined by immunofluorescence co-localization, and ELISA was applied to measure tumor necrosis factor-α(TNF-α) and interleukin-10(IL-10) levels. RESULTS:: showed that PNS reduced alizarin red S and ALP staining in calcification-induced hVICs and downregulated calcification-related proteins BMP2, ALP, and RUNX2(P&lt;0.05, P&lt;0.01), with the most significant effect observed at 0.075 mg·mL~(-1). A total of 1 416 differentially expressed genes were identified from GEO, while 5 646 CAVD-related targets were obtained from GeneCards. From HERB, Batman-TCM 2.0, and ETCM, 605 PNS targets were collected, with 130 overlapping genes identified. These were mainly involved in inflammatory responses, lipopolysaccharide-mediated signaling, transcriptional regulation, protein phosphorylation, and NF-κB pathway activation, occurring primarily in membrane rafts and the golgi apparatus, with molecular functions such as kinase activity regulation and protein binding, and enriched in lipid metabolism, atherosclerosis, and NF-κB signaling pathways. Experimental validation showed that PNS significantly decreased NF-κB p65 expression(P&lt;0.05), significantly increased IκBα expression(P&lt;0.01), and markedly suppressed expression of p-SYK(P&lt;0.01), p-IκBα(P&lt;0.01), p-NF-κB p65(P&lt;0.01), and p-NF-κB p50(P&lt;0.01). PNS also significantly reduced NF-κB p65 nuclear/cytoplasmic fluorescence intensity(P&lt;0.01), decreased TNF-α secretion in the supernatant(P&lt;0.01), and promoted IL-10 secretion(P&lt;0.01). In conclusion, PNS ameliorates hVICs calcification by downregulating IκBα, NF-κB p65, and NF-κB p50 expression, inhibiting phosphorylation of SYK, IκBα, NF-κB p65, and NF-κB p50, reducing NF-κB p65 nuclear translocation, and suppressing TNF-α expression."
