source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,The COPD-augmented R₂CHA₂DS₂-VA score: development and internal assessment for predicting one-year outcomes after transcatheter aortic valve implantation.,Faruk Boyaci; Mustafa Kursat Sahin; Murat Akcay; Ahmet Yanik; Mustafa Yenercag; Onur Osman Seker; Melisa Ucar; Halil Ibrahim Kokcu; Berkant Ozturk; Enes Kaya; Hakan Caglioglu; Mustafa Yilmaz; Enes Furkan Öztürk; Hüseyin Civici,10.1186/s12872-026-06158-0,2026-06-27,BMC cardiovascular disorders,"Existing CHA₂DS₂-VASc-based scores incompletely capture the prognostic impact of chronic obstructive pulmonary disease (COPD) and of graded renal dysfunction in patients undergoing transcatheter aortic valve implantation (TAVI). We acknowledge that the score's development in a high-risk, high-comorbidity cohort may produce optimistic performance estimates that require attenuation through external validation. We aimed to develop a novel COPD-augmented R₂CHA₂DS₂-VA (COPD-R₂CHA₂DS₂-VA) score that systematically integrates quantitative renal function and COPD, and to internally assess its discriminative performance for one-year all-cause mortality and major adverse cardiovascular events (MACE).
In this single-center, retrospective cohort study, 622 consecutive patients undergoing TAVI for severe aortic stenosis (2018-2024) were analyzed. The COPD-R₂CHA₂DS₂-VA score was constructed as a prespecified clinical tool by augmenting the R₂CHA₂DS₂-VA framework with COPD (1 point) and refining renal dysfunction into two graded estimated glomerular filtration rate strata (eGFR 30-59 mL/min/1.73 m²: 1 point; eGFR < 30: 2 points). Discriminative performance was evaluated using receiver operating characteristic curve analysis with bootstrap internal validation (2,000 resamples) and compared with established CHA₂DS₂-VASc-based scores. Multivariable logistic regression assessed the independent prognostic value of the score treated as a continuous variable.
The COPD-R₂CHA₂DS₂-VA score demonstrated encouraging discriminative ability for one-year all-cause mortality (apparent area under the curve [AUC] 0.946, 95% CI 0.926-0.971). As a prespecified tool with fixed component weights, bootstrap internal validation confirmed negligible optimism (mean optimism - 0.00014), with bias-corrected AUC identical to the apparent value. The addition of COPD significantly improved mortality discrimination over the R₂CHA₂DS₂-VA score (ΔAUC + 0.033, p = 0.0001). For one-year MACE, the apparent AUC was 0.806 (95% CI 0.765-0.852); the addition of COPD did not significantly enhance MACE discrimination (ΔAUC + 0.001, p = 0.853). In multivariable analysis, each one‑point increase in the COPD-R₂CHA₂DS₂-VA score was independently associated with 3.52-fold higher odds of one-year mortality (95% CI 2.45-5.06, p < 0.001) and 2.02-fold higher odds of MACE (95% CI 1.67-2.46, p < 0.001). The bias-corrected AUC of the full multivariable model was 0.973 (95% CI 0.962-0.984) for mortality and 0.795 (95% CI 0.752-0.841) for MACE.
The COPD-R₂CHA₂DS₂-VA score demonstrated encouraging discriminative ability for one-year all-cause mortality after TAVI in this single-center development cohort (apparent AUC 0.946). However, this high discriminative performance is likely influenced by the elevated comorbidity burden in our cohort and the single-center design, and should be interpreted as an upper-bound estimate. The addition of COPD provides a statistically significant but clinically modest incremental improvement for mortality (ΔAUC + 0.033, p = 0.0001), with no significant enhancement for MACE (ΔAUC + 0.001, p = 0.853). These findings are preliminary and hypothesis-generating; urgent external validation in diverse, prospective cohorts is essential before any clinical application can be considered. At present, this score should be regarded as a development-phase, hypothesis-generating tool that complements rather than replaces guideline-recommended instruments such as STS-PROM and EuroSCORE II. The score's clinical utility remains unproven."
PubMed,aortic stenosis,[Clinical characteristics of middle-age and elderly patients with active Takayasu arteritis disease].,C N Guo; S Q Yang; X J Guo; J N Gong; Y D Li; J F Wang; Y H Yang,10.3760/cma.j.cn112147-20260112-00021,2026-07-12,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,"Objective: To draw attention to the diagnosis of active Takayasu arteritis (TAK) in middle-aged and elderly patients and to analyze the clinical characteristics of this population. Methods: Clinical data of 106 patients newly diagnosed with TAK at Beijing Chao-Yang Hospital, Capital Medical University, between 2017 and 2025 were retrospectively collected; 11 patients aged over 50 years (2 men and 9 women) were enrolled in this study. Onset characteristics, medical history, clinical manifestations, laboratory findings, and imaging features were collected and analyzed. Disease activity was evaluated, treatment regimens and prognosis were recorded, and all patients underwent at least one follow-up. Results: Among patients first diagnosed with TAK at this single center, middle-aged and elderly patients with active TAK accounted for 10.40% (11/106) during the same period, with a median age at diagnosis of 61 years. Among them, 6 patients (6/11) were over 60 years old. The median time from symptom onset to diagnosis was 13 months (interquartile range: 12, 36 months). Although all 11 patients had multiple arterial involvements, none underwent complete evaluation of all arteries covered by the international criteria. Among the 8 patients who underwent CT pulmonary angiography (CTPA) or chest contrast-enhanced CT, all showed pulmonary artery luminal stenosis. All 8 patients who underwent contrast-enhanced magnetic resonance pulmonary angiography (MRPA) exhibited pulmonary artery wall thickening with enhancement and luminal stenosis. Of the 9 patients who underwent PET-CT, 7 showed pulmonary artery hypermetabolism. Among the 4 patients with elevated levels of multiple autoantibodies, 2 were male (2/2) and 2 were female (22.2% of female patients, 2/9). Moreover, both male patients had severe TAK-related complications (one with an abdominal aortic aneurysm and the other with pulmonary hypertension). Conclusion: Active TAK can occur in individuals over 60 years of age and the disease may be more severe in middle-aged and elderly male TAK patients. Middle-aged and elderly patients with active TAK require comprehensive evaluation of arterial involvement with modalities such as ultrasound, so as to enhance the capability of clinical differential diagnosis. For patients presenting primarily with respiratory symptoms, CTPA and MRPA should be performed to clarify pulmonary artery involvement in TAK."
PubMed,aortic stenosis,A Single-Center Experience with Paravisceral Transaortic Endarterectomy: Establishing Evidence for Efficacy and Safety in Complex Aortic Occlusive Disease.,Seyed Pairawan; Michael Lee; Alexander Shepard; Mouhammad Halabi; Brian Sullivan; Loay Kabbani; Timothy Nypaver; Mitchell Weaver,10.1016/j.avsg.2026.06.041,2026-06-29,Annals of vascular surgery,"The outcomes of paravisceral transaortic endarterectomy (TAE) performed at our tertiary care center were reviewed.
A retrospective analysis was performed of patients with paravisceral atherosclerotic occlusive disease who underwent TAE 01/2006-04/2026. Patient demographics, operative details, and postoperative outcomes were assessed.
Nineteen paravisceral TAE patients were majority White (80%) and female (68%) with mean age of 66 years. Major risk factors included active tobacco use (42%), hypertension (79%) and hyperlipidemia (79%). Supraceliac clamping was performed in 18 (95%) with mean clamp time of 33 minutes. Mean operating room time was 490 minutes (± 116 minutes) and estimated blood loss was 1167 mL (± 934 mL). Intraoperative duplex was performed in 10 patients with reintervention in 3 patients for retained distal plaque and 1 patient for dissection. Postoperative complications included pneumonia (21%), acute kidney injury (25%), and gastrointestinal bleeding (5%). Median hospital length of stay was 15 days. There were no 30-day mortalities. Two patients required readmission within 30 days: for disposition planning and chest wall hematoma. Two patients required 1-year reinterventions for superior mesenteric artery stenosis, superior mesenteric artery thrombosis. Mean follow-up was 30 months with 17 of 19 (89%) alive without recurrent symptoms.
Paravisceral TAE is feasible and effective for complex paravisceral aortic occlusive disease, when unsuitable for endovascular methods. TAE demonstrated favorable outcomes, with no 30-day mortality, low reintervention rates, and durable symptom relief in most patients. These findings support the continued role of TAE in appropriately selected patients at specialized centers."
PubMed,aortic stenosis,Late diagnosis of late onset Fabry disease.,Timothy G Scully; Heather Chalinor; James Theuerle,10.1136/bcr-2026-272375,2026-06-29,BMJ case reports,"A male in his 50s initially presented with left ventricular hypertrophy (LVH) identified on transthoracic echocardiogram. He was diagnosed with hypertrophic cardiomyopathy without any further investigations. He later presented in his 70s with decompensated heart failure. A cardiac MRI was performed that demonstrated extensive scarring, and the patient was labelled with a presumptive diagnosis of cardiac amyloidosis. An endomyocardial biopsy demonstrated extensive myocyte hypertrophy and fibrosis but was non-diagnostic in identifying a cause of the LVH. Genetic testing revealed that the patient had a genetic variant in the GLA gene, which encodes for the α-galactosidase A enzyme that is known to be associated with adult onset of Fabry disease. This case highlights the importance of early incorporation of genetic screening and advanced imaging modalities in patients presenting with LVH."
PubMed,aortic stenosis,Thick filament molecular interfaces play a critical role in the pathogenesis of hypertrophic cardiomyopathy.,Debabrata Dutta; Yuri Kim; Carolyn Y Ho; Jonathan G Seidman; Christine E Seidman; Roger Craig; Raúl Padrón,10.1073/pnas.2529234123,2026-07-07,Proceedings of the National Academy of Sciences of the United States of America,"Hypertrophic cardiomyopathy (HCM) variants in genes encoding the myosin heavy chain (MHC) (MYH7), myosin light chains (MYL2 and MYL3), and cardiac myosin binding protein-C (cMyBP-C, MYBPC3) lead to cardiac hypertrophy, with abnormal contractility, relaxation, and energy consumption. Here, we defined the structural consequences of pathogenic and benign missense variants in these genes by mapping 233 variants (MYH7, n = 175; MYBPC3, n = 41; MYL2, n = 12; MYL3, n = 5) onto a cryo-EM-based atomic model of the human cardiac thick filament. We identified HCM variants residing in 30 molecular interfaces of the complex thick filament interactome, including the two main interfaces of the myosin interacting-heads motif (IHM), and interfaces involving the MHC, essential and regulatory light chains, and cMyBP-C. None of the 21 variants classified as benign were within interfaces. We demonstrated earlier disease onset and adverse outcomes in HCM patients with pathogenic variants within vs. outside of molecular interfaces, emphasizing their importance in normal thick filament function and improving risk stratification of patients."
PubMed,aortic stenosis,The Ross operation in children-what is the long-term fate of the autograft?,Nabil Hussein; Tristan Ramcharan; Joseph George; Natasha E Khan; Timothy J Jones; Phil Botha,10.1093/icvts/ivag176,2026-06-29,Interdisciplinary cardiovascular and thoracic surgery,"The Ross operation achieves excellent outcomes in children and adolescents, but the influence of age at surgery and underlying pathology on long-term results remains uncertain. Evidence on autograft dilatation necessitating reintervention is also limited. This study aimed to identify patient groups best served from the Ross procedure and to evaluate long-term autograft performance.
All consecutive patients <18 years undergoing a Ross or Ross-Konno procedure between 1991-2024 at a single centre were analysed. Demographic, operative, and follow-up data were collected. Patients were stratified into age groups (neonate, infant, child, adolescent) and diagnostic groups (isolated aortic valve disease, aortic stenosis with subaortic stenosis, Shone's complex, and complex congenital heart disease [CHD]). Outcomes included overall survival, freedom from autograft and right ventricle-pulmonary artery (RV-PA) conduit reintervention, and severe autograft dilatation (>50 mm or > 25 mm/m2).
A total of 226 patients underwent surgery at a median age of 8.5 years; 67% were male. Median follow-up was 9.5 years(IQR 12.7). Operative mortality was 2% and overall mortality 5%. Survival exceeded 90% at 30 years in all groups except neonates (60% at 5 years). After adjustment for age, Shone's complex and complex CHD were associated with an 11-fold and 8.8-fold increased hazard of death, respectively (p < 0.03). Freedom from autograft reintervention was 82% and from RV-PA conduit reintervention 66% at 25 years. Freedom from severe autograft dilatation was 71% at 20 years by absolute dimension and 54% when indexed to BSA. Greater than mild aortic regurgitation at discharge conferred a 17-fold risk of autograft intervention (p < 0.001).
The Ross procedure provides excellent long-term survival and valve durability in children and adolescents, particularly those with isolated aortic valve disease. Autograft dilatation and conduit reintervention remain important late risks, reinforcing the need for lifelong surveillance in specialized centres."
PubMed,aortic stenosis,In Silico Discovery of mTOR Inhibitors as Potential Therapeutics for Feline Hypertrophic Cardiomyopathy.,Jie Gao; Ming Li; Rong Xiang; Yong Yan; Chuyuan Xu; Hengchuan Zhang; Xiao Liang; Liuchuan Guo; Songli Li; Qidi Zhang,10.1007/s00894-026-06786-5,2026-06-29,Journal of molecular modeling,"Feline Hypertrophic Cardiomyopathy (HCM) is a significant health issue, with a current prevalence of 14.7% in cats. The mammalian target of rapamycin (mTOR) is an atypical serine/threonine protein kinase system that also participates in the control of structural and functional remodeling of the heart in relation to haemodynamic stress and non-hemodynamic stimuli. Here, we sought to discover candidate feline-specific inhibitors of mTOR for the treatment of HCM using an integrated computational pipeline combining homology modeling, virtual screening, and molecular dynamics simulations. Using this pipeline, we screened the DrugBank database and identified 17 candidate compounds that bind significantly better than rapamycin, serving as a control mTOR inhibitor. Both molecular dynamics (MD) simulation and MM/PBSA calculations indicated that the screened compound, dihydro-alpha-ergocryptine, exhibited a higher binding affinity and stability with feline mTOR compared to rapamycin. Moreover, ADMET analysis further demonstrated that the compound had good drug-like properties.
Homologous models of feline mTOR were built using publicly available software MODELLER (version 10.5) and the SWISS-MODEL webserver. Homologous templates were used to predict the active binding sites. Structure-based virtual screening of high-affinity small molecule compounds from the DrugBank database was carried out using AutoDock Vina (version 1.2.0). Molecular dynamics (MD) simulations were performed using the GROMACS software version 2021.4. The CHARMM36 all-atom force field parameterised the protein, and the ligand's parameters were taken from the GAFF force field. The simulations were equilibrated under NVT and NPT conditions. During trajectory analysis (RMSD, RMSF, radius of gyration, SASA and hydrogen bonding), the complex stability was evaluated to identify the best potential mTOR inhibitor candidates using OriginPro (version 2024)."
PubMed,aortic stenosis,"Bicuspid aortic valve stenosis is characterized by increased angiogenesis, inflammation, and a higher valvular-to-systemic calcification ratio than tricuspid aortic valve stenosis.",Alexander Brückner; Adrian Brandtner; Sarah Rieck; Hannah Billig; Werner Masson; Anna Weber; Farhad Bakhtiary; Wilhelm Röll; Christoph Bourauel; Frank A Schildberg; Baravan Al-Kassou; Sebastian Zimmer; Daniela Wenzel; Bernd K Fleischmann,10.1007/s00395-026-01191-8,2026-06-27,Basic research in cardiology,"Calcific aortic valve stenosis is the most common valvular heart disease requiring treatment. Although both tricuspid (AVS) and bicuspid (bAVS) aortic valve stenoses become calcified and functionally impaired in advanced stages, the pathophysiology of these conditions remains unclear. We investigated this using a multitechnology approach on explanted AVS, bAVS, and aortic regurgitation (AR) control valves. Because of technical limitations in processing heavily calcified aortic valve tissue, we established Kawamoto's film method for human aortic valve tissue, enabling the production of well-preserved cryosections and high-quality immunostainings. Both bulk RNA-seq analysis and immunostainings revealed that angiogenesis, inflammation, and calcification are key features distinguishing bAVS from AVS. In fact, we found that angiogenic genes and CD31+ cells, as well as inflammatory genes and CD45+ cells, are significantly elevated in bAVS. The most striking difference between bAVS and AVS was the prominent expression of specific genes involved in tissue calcification, such as matrix metallopeptidase 12 (MMP12), dentin matrix acidic phosphoprotein 1 (DMP1), and proteoglycan 4 (PRG4), along with approximately 1.7-fold increased calcification as shown by micro-CT and von Kossa staining analysis in bAVS. These findings were corroborated in a retrospective analysis of 1108 AVS and bAVS patients who underwent transcatheter aortic valve implantation (TAVI). The bAVS patients exhibited significantly stronger aortic valve calcifications (1.6-fold) but a significantly lower vascular calcification burden. These data further suggest that AVS and bAVS are distinct disease entities, with bAVS exhibiting increased local inflammation, angiogenesis, and calcification, findings that may guide future therapeutic strategies."
PubMed,aortic stenosis,Transapical transcatheter mitral valve implantation in a patient with mitral annular defect due to a patch dehiscence after aortic valve replacement: a case report.,Vanessa Justine Trenkpohl; Mariia Emelianova; Felix Rudolph; Muhammed Gerçek; Kai Friedrichs,10.1093/ehjcr/ytag441,2026-06,European heart journal. Case reports,"Transcatheter mitral valve implantation (TMVI) has emerged as a therapeutic option for high-risk patients with severe mitral regurgitation (MR) who are unsuitable for surgery. The Tendyne system, with its dual-frame design consisting of an atrial cuff and an external frame, has shown promising in complex anatomical settings. However, experience with Tendyne TMVI remains limited in patients with post-surgical MR caused by mitral leaflet perforation and a concomitant mechanical aortic valve prosthesis.
An 80-year-old woman with a prior mechanical aortic valve replacement (St. Jude Medical, 21 mm) for bicuspid aortic stenosis presented with severe mixed MR. At the index operation, a Manouguian aortic root enlargement using a pericardial patch had been performed to prevent prosthesis-patient mismatch. During follow-up, patch dehiscence resulted in perforation of the anterior mitral leaflet, while concomitant annular dilatation generated an additional regurgitant jet, resulting in severe mixed MR. Given the prohibitive risk of redo cardiac surgery (EuroSCORE II 25.24%), the multidisciplinary Heart Team recommended a transcatheter treatment strategy. Following Heart Team evaluation, transapical TMVI with a Tendyne prosthesis (29S LP) was performed. The procedure achieved complete elimination of MR without residual paravalvular leak or interference with the mechanical aortic valve. Notably, the external stent frame of the prosthesis successfully sealed the mitral leaflet perforation, eliminating the need for additional closure devices.
This case underscores the importance of imaging-guided, multidisciplinary Heart Team planning in optimizing procedural outcomes for patients with challenging post-surgical anatomy. Transcatheter mitral valve implantation might be a feasible option for patients with MR after cardiac surgery at prohibitive surgical risk."
PubMed,aortic stenosis,Transcatheter aortic valve implantation-related acute ascending aortic dissection diagnosed intraoperatively using transoesophageal echocardiography: a case series.,Yuki Makizawa; Atsushi Fujiwara; Takanobu Fujisawa; Yusuke Kusaka; Toshiaki Minami,10.1093/ehjcr/ytag457,2026-06,European heart journal. Case reports,"Transcatheter aortic valve implantation (TAVI) has been widely adopted as a less invasive treatment for aortic stenosis (AS). Although rare, acute ascending aortic dissection associated with TAVI is a life-threatening complication that necessitates prompt intraoperative diagnosis. This case series reports two cases of acute ascending aortic dissection occurring during TAVI performed under general anaesthesia.
Cases 1 and 2 involved an 87-year-old woman and a 90-year-old man, respectively, both of whom underwent transfemoral TAVI for severe AS. In both cases, procedural difficulty was encountered, including valve pop-up and resistance during device passage. Before overt haemodynamic deterioration became apparent, intraoperative transoesophageal echocardiography revealed an intimal flap and false lumen in the ascending aorta, leading to the diagnosis of acute ascending aortic dissection. Both patients underwent prompt surgical intervention. Case 1 underwent surgical aortic valve replacement (SAVR) and ascending aortic replacement, whereas Case 2 underwent SAVR and total arch replacement. Both patients were discharged ambulatory without neurological sequelae.
Unlike fluoroscopy and angiography, which provide only intermittent assessment, transoesophageal echocardiography enables continuous intraoperative evaluation and can simultaneously detect findings directly relevant to haemodynamic status, including an intimal flap, false lumen, acute aortic regurgitation, and pericardial effusion. This case series suggests that additional transoesophageal echocardiography assessment prompted by procedural difficulty may contribute to the early diagnosis of serious complications and facilitate prompt conversion to surgical intervention."
