source,keyword,title,authors,doi,publication_date,journal,abstract
PubMed,aortic stenosis,Comment on Carvalho et al.: CT-derived extracellular volume and the prediction target in severe aortic stenosis.,Shinya Yamaguchi; Tadao Aikawa; Toshiki Kuno,10.1007/s10554-026-03755-0,2026-06-10,The international journal of cardiovascular imaging,
PubMed,aortic stenosis,A Novel Technique for Simultaneous Double Annular Enlargement Using a Single Dacron Graft.,Majed Tolah; Dragan Opacic; Mohammad Sharaf; Joanna Gilis-Januszewski; André Renner; Jan Gummert; Tomasz Gilis-Januszewski,10.1016/j.atssr.2025.12.001,2026-06,Annals of thoracic surgery short reports,"We describe a novel surgical technique for simultaneous enlargement of both the aortic and mitral annuli using a single Dacron (DuPont) graft.
The mitral prosthesis is first sutured within the graft, followed by trimming and fixation of the aortic prosthesis at a predetermined offset. The completed conduit is then implanted en bloc, allowing controlled, symmetric annular enlargement with precise geometric alignment.
The technique was applied in a redo case after prior aortic valve replacement with a Freestyle (Medtronic) prosthesis in a patient presenting with prosthetic stenosis and mitral valve endocarditis. The procedure simplified complex reconstruction, reduced operative steps, avoided multiple patches, and preserved the geometry of the annuli and left ventricular outflow tract. The patient recovered uneventfully with excellent postoperative hemodynamics.
This streamlined approach offers a practical and reproducible alternative for complex double-valve replacement with concomitant aortic root replacement involving the fibrous skeleton, particularly in patients with small annuli, heavy calcification, porcelain aorta, or prior surgery."
Crossref,aortic stenosis,Staged Full-endoscopic Foraminotomy for Multilevel Lumbar Stenosis with Scoliosis: A Case Report,Takayuki KITAHARA; Yuji NAGAO; Takafumi OHSHIMA; Naoto ONO; Saori SOEDA; Makoto TAKEUCHI; Kosuke SUGIURA; Hiroaki MANABE; Masatoshi MORIMOTO; Fumitake TEZUKA; Hiroshi KAGEYAMA; Junzo FUJITANI; Koichi SAIRYO,10.2176/jns-nmc.2025-0339,2026-12-31,NMC Case Report Journal,
Crossref,aortic stenosis,Two Cases of Lumbar Spinal Canal Stenosis with Dorsal Meningovertebral Ligaments: Potential Risk of Dural Laceration,Kyohei KIN; Ryoji TOMINAGA; Kento TAKEBAYASHI; Hiroki IWAI; Hisashi KOGA,10.2176/jns-nmc.2025-0354,2026-12-31,NMC Case Report Journal,
Crossref,aortic stenosis,An antibody-conjugated polymer nanoparticle that targets inflammatory site for abdominal aortic aneurysm antioxidant stress therapy,Youjin Huang; Qi'’nan Yin; Qin Zhang; Jinping Liu; Ya Wu; Yong Liu,10.1016/j.bioadv.2026.214968,2026-11,Biomaterials Advances,
Crossref,aortic stenosis,Metabolic mechanism analysis of abdominal aortic aneurysm tissues by internal extractive electrospray ionization mass spectrometry with minimal sample size,Manman Qin; Leting Wang; Dan Shan; Deqing Lin; Qinglin Chen; Shuxiang Yan; Liangliang Liao; Xinyi Luo; Yifeng Zhang; Jun Yu,10.1016/j.talanta.2026.129840,2026-10,Talanta,
Crossref,aortic stenosis,A physiology-constrained framework for non-invasive left atrial pressure assessment and post-procedural estimation in mitral stenosis,Qimin Zhang; Wenwen Liang; Shengzhang Wang; Minmin Sun,10.1016/j.bspc.2026.110809,2026-10,Biomedical Signal Processing and Control,
Crossref,aortic stenosis,Low back pain in the elderly: Abdominal aortic aneurysm as a diagnostic pitfall,Maroua Slouma; Sonia Khalbous; Mounir Lmaloum,10.1016/j.jbspin.2026.106070,2026-10,Joint Bone Spine,
Crossref,aortic stenosis,The influence of sex and valve phenotype on fibrocalcific composition in severe aortic stenosis evolves with age,Jun Shu; Jingji Xu; Didi Wen; Jin Zhang; Yao Zhao; Zhuofan Li; Zhuojie Lv; Minwen Zheng,10.1016/j.ejrad.2026.112979,2026-10,European Journal of Radiology,
Crossref,aortic stenosis,Mega-aortic syndrome in Cogan syndrome,Philipp Jud; Rupert Horst Portugaller,10.1016/j.jbspin.2026.106064,2026-10,Joint Bone Spine,
Crossref,aortic stenosis,Clinical outcomes in patients with hypertension and renal artery stenosis across age categories,Amith Seri; Bilal Hussain; Vikas Aggarwal; Mamas A Mamas; Hady Lichaa; M Chadi Alraies; Timir K Paul,10.1016/j.cpcardiol.2026.103384,2026-10,Current Problems in Cardiology,
Crossref,aortic stenosis,A modified stomal construction technique to reduce incidence of stomal stenosis in continent catheterizable channels,Stephen Sekoulopoulos; Sri Saran Manivasagam; Akshilkumar Patel; Ellius Kwok; Suzanne Boltz; Ross M. Decter,10.1016/j.jpurol.2026.106000,2026-10,Journal of Pediatric Urology,
Crossref,aortic stenosis,"Rethinking Malperfusion in Acute Type A Aortic Dissection: Anatomy, Timing, and Strategy",Ilaria Salzillo; Edoardo Gallo Destefanis; Antonio Bozzani; Vittorio Arici,10.1016/j.avsg.2026.04.062,2026-09,Annals of Vascular Surgery,
Crossref,aortic stenosis,AP-DCNet: anatomical prior-guided dual-channel network for aortic dissection segmentation in pre- and post-operative CT angiography,Jingxu Chen; Jiachen Liu; Yi Li; Houde Wu; Shengru Fang; Guilin Feng; Jiantao Zhang; Xiangchen Dai; Li Guo,10.1016/j.bspc.2026.110583,2026-09,Biomedical Signal Processing and Control,
Crossref,aortic stenosis,A region-specific spatiotemporal framework for predicting abdominal aortic aneurysm morphological evolution,Tingting Fan; Jinhang Wang; Feng Liu; Zhengxun Wang; Jianmin Han; Shaofan Wang; Haixia Zhang; Xusan Yang,10.1016/j.bspc.2026.110599,2026-09,Biomedical Signal Processing and Control,
Crossref,aortic stenosis,"Outcomes of perioperative intra-aortic balloon pump support in patients undergoing aortic valve surgery: A single-centre, retrospective, observational study",Zhonglin Lin; Chen Chen; Guanying Chen; Chengbin Zhou,10.1016/j.hrtlng.2026.102793,2026-09,Heart &amp; Lung,
Crossref,aortic stenosis,Sialography and endoscopy-based classification of salivary duct stenosis,Jing Yang; Xiao-Tong Ling; Dan-Ni Zheng; Xiao-Yun Xu; Liu-Yang Qu; Deng-Gao Liu,10.1016/j.jormas.2026.102734,2026-09,Journal of Stomatology Oral and Maxillofacial Surgery,
Crossref,aortic stenosis,Letter to the Editor Regarding: “Alterations in Arterial Stiffness and Cardiac Function Following Complex Endovascular Repair of Pararenal and Thoracoabdominal Aortic Aneurysms”,Antonio Manenti; Gianluca Pagnoni; Giovanni Coppi; Francesca Coppi; Gianrocco Manco,10.1016/j.avsg.2026.04.027,2026-09,Annals of Vascular Surgery,
Crossref,aortic stenosis,Thoracic Branch Endoprosthesis as Safe Alternative Therapy for Blunt Traumatic Aortic Injury Requiring Zone 2 Coverage,Rebecca S. Meltzer; Robert C. Keskey; Ibraheem Hamzat; Adham N. Abou Ali; David A. Hampton; Mohammad H. Eslami,10.1016/j.avsg.2026.04.058,2026-09,Annals of Vascular Surgery,
